🐼看电视呗,#genre#
CCTV9,http://dsk.cc/php/xxtv.php?id=cctv9$学习强国
CCTV10,http://dsk.cc/php/xxtv.php?id=cctv10$学习强国
CCTV11,http://dsk.cc/php/xxtv.php?id=cctv11$学习强国
CCTV12,http://dsk.cc/php/xxtv.php?id=cctv12$学习强国
CCTV13,http://dsk.cc/php/xxtv.php?id=cctv13$学习强国
CCTV14,http://dsk.cc/php/xxtv.php?id=cctv14$学习强国
CCTV15,http://dsk.cc/php/xxtv.php?id=cctv15$学习强国
CCTV17,http://dsk.cc/php/xxtv.php?id=cctv17$学习强国

CCTV4,http://8.138.7.223/tv/dwqws.m3u8$欧洲

CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8$移动|回看
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8$移动|回看
CCTV3,http://39.134.67.108/PLTV/88888888/224/3221225799/1.m3u8$移动|回看
CCTV4,http://39.134.67.108/PLTV/88888888/224/3221225797/1.m3u8$移动|回看
CCTV5,http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8$移动|回看
CCTV5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8$移动|回看
CCTV6,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8$移动|回看
CCTV7,http://39.134.67.108/PLTV/88888888/224/3221225671/1.m3u8$移动|回看
CCTV8,http://39.134.67.108/PLTV/88888888/224/3221225795/1.m3u8$移动|回看
CCTV9,http://39.134.67.108/PLTV/88888888/224/3221225676/1.m3u8$移动|回看
CCTV10,http://39.134.67.108/PLTV/88888888/224/3221225677/1.m3u8$移动|回看
CCTV11,http://39.134.67.108/PLTV/88888888/224/3221225517/1.m3u8$移动|回看
CCTV12,http://39.134.67.108/PLTV/88888888/224/3221225669/1.m3u8$移动|回看
CCTV13,http://39.134.67.108/PLTV/88888888/224/3221225812/1.m3u8$移动|回看
CCTV14,http://39.134.67.108/PLTV/88888888/224/3221225674/1.m3u8$移动|回看
CCTV15,http://39.134.67.108/PLTV/88888888/224/3221225513/1.m3u8$移动|回看
CCTV16,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8$移动|回看
CCTV17,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8$移动|回看
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221226119/1.m3u8$移动高清|回看
CCTV11,http://39.134.67.108/PLTV/88888888/224/3221226123/1.m3u8$移动高清|回看
CCTV13,http://39.134.67.108/PLTV/88888888/224/3221226125/1.m3u8$移动高清|回看
CCTV10,http://39.134.67.108/PLTV/88888888/224/3221226128/1.m3u8$移动高清|回看

CCTV1,http://183.207.248.71/PLTV/3/224/3221228213/1.m3u8$南京移动
CCTV2,http://183.207.248.71/PLTV/3/224/3221228300/1.m3u8$南京移动
CCTV3,http://183.207.248.71/PLTV/3/224/3221228392/1.m3u8$南京移动
CCTV4,http://183.207.248.71/PLTV/3/224/3221227658/1.m3u8$南京移动
CCTV5,http://183.207.248.71/PLTV/3/224/3221228395/1.m3u8$南京移动
CCTV5+,http://183.207.248.71/PLTV/3/224/3221228277/1.m3u8$南京移动
CCTV6,http://183.207.248.71/PLTV/3/224/3221228280/1.m3u8$南京移动
CCTV7,http://183.207.248.71/PLTV/3/224/3221227314/1.m3u8$南京移动
CCTV8,http://183.207.248.71/PLTV/3/224/3221228398/1.m3u8$南京移动
CCTV9,http://183.207.248.71/PLTV/3/224/3221227659/1.m3u8$南京移动
CCTV10,http://183.207.248.71/PLTV/3/224/3221227620/1.m3u8$南京移动
CCTV11,http://183.207.248.71/PLTV/3/224/3221227720/1.m3u8$南京移动
CCTV12,http://183.207.248.71/PLTV/3/224/3221227655/1.m3u8$南京移动
CCTV13,http://183.207.248.71/PLTV/3/224/3221228324/1.m3u8$南京移动
CCTV14,http://183.207.248.71/PLTV/3/224/3221227693/1.m3u8$南京移动
CCTV15,http://183.207.248.71/PLTV/3/224/3221227723/1.m3u8$南京移动
CCTV16,http://183.207.248.71/PLTV/3/224/3221228112/1.m3u8$南京移动
CCTV17,http://183.207.248.71/PLTV/3/224/3221227578/1.m3u8$南京移动

CCTV1,http://tvbox6.com/tv/bfgd.php?id=488$北方广电
CCTV2,http://tvbox6.com/tv/bfgd.php?id=061$北方广电
CCTV3,http://tvbox6.com/tv/bfgd.php?id=062$北方广电
CCTV4,http://tvbox6.com/tv/bfgd.php?id=063$北方广电
CCTV5,http://tvbox6.com/tv/bfgd.php?id=064$北方广电
CCTV5+,http://tvbox6.com/tv/bfgd.php?id=246$北方广电
CCTV6,http://tvbox6.com/tv/bfgd.php?id=065$北方广电
CCTV7,http://tvbox6.com/tv/bfgd.php?id=127$北方广电
CCTV8,http://tvbox6.com/tv/bfgd.php?id=066$北方广电
CCTV9,http://tvbox6.com/tv/bfgd.php?id=128$北方广电
CCTV10,http://tvbox6.com/tv/bfgd.php?id=129$北方广电
CCTV11,http://tvbox6.com/tv/bfgd.php?id=130$北方广电
CCTV12,http://tvbox6.com/tv/bfgd.php?id=131$北方广电
CCTV13,http://tvbox6.com/tv/bfgd.php?id=067$北方广电
CCTV14,http://tvbox6.com/tv/bfgd.php?id=132$北方广电
CCTV15,http://tvbox6.com/tv/bfgd.php?id=133$北方广电
CCTV17,http://tvbox6.com/tv/bfgd.php?id=204$北方广电

//中国教育电视台
CETV1,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022823801/timeshift.m3u8?delay=0&cdn=5202\$官方源
CETV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8\$移动 | 回看
CETV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8\$移动 | 回看
CETV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8\$移动 | 回看
CETV1,$u/zb/bjcucc.php?id=27\$北京联通组播
CETV2,$u/zb/bjcucc.php?id=28\$北京联通组播
CETV3,$u/zb/bjcucc.php?id=29\$北京联通组播
CETV4,$u/zb/bjcucc.php?id=30\$北京联通组播
CETV早期教育,
CETV1,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=bestzb&Contentid=5000000002000002652
CETV2,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000266004$itv易视腾576
CETV4,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=bestzb&Contentid=5000000011000031126

🐼全国卫视,#genre#

浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8#http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
内蒙古卫视,http://14.17.93.132/livestream-bt.nmtv.cn/nmtv/2314general.m3u8
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8#https://test5.btzx.com.cn/live/2023bt.stream/playlist.m3u8
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=f1b16a3a3866dafecb94ec2bb4160e58
河北卫视,http://hls.hsrtv.cn/live/hbws.m3u8
甘肃卫视,https://hlss.gstv.com.cn/49048r/6e1sy2.m3u8
云南卫视,http://hwzbout.yntv.net/62hdvf/41hse3.flv
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
山东卫视,http://lives.jnnews.tv/video/s10001-SDTV/index.m3u8
宁夏卫视,http://stream.nxtv.com.cn/wspd/sd/live.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8

北京卫视,http://dsk.cc/php/xxtv.php?id=bjws$学习强国
东方卫视,http://dsk.cc/php/xxtv.php?id=dfws$学习强国
天津卫视,http://dsk.cc/php/xxtv.php?id=tjws$学习强国
重庆卫视,http://dsk.cc/php/xxtv.php?id=cqws$学习强国
黑龙江卫视,http://dsk.cc/php/xxtv.php?id=hljws$学习强国
吉林卫视,http://dsk.cc/php/xxtv.php?id=jlws$学习强国
延边卫视,http://dsk.cc/php/xxtv.php?id=ybws$学习强国
辽宁卫视,http://dsk.cc/php/xxtv.php?id=lnws$学习强国
内蒙古卫视,http://dsk.cc/php/xxtv.php?id=nmws$学习强国
内蒙古蒙语,http://dsk.cc/php/xxtv.php?id=nmmyws$学习强国
宁夏卫视,http://dsk.cc/php/xxtv.php?id=nxws$学习强国
甘肃卫视,http://dsk.cc/php/xxtv.php?id=gsws$学习强国
青海卫视,http://dsk.cc/php/xxtv.php?id=qhws$学习强国
安多卫视,http://dsk.cc/php/xxtv.php?id=adws$学习强国
陕西卫视,http://dsk.cc/php/xxtv.php?id=sxws$学习强国
河北卫视,http://dsk.cc/php/xxtv.php?id=hbws$学习强国
山西卫视,http://dsk.cc/php/xxtv.php?id=sxiws$学习强国
山东卫视,http://dsk.cc/php/xxtv.php?id=sdws$学习强国
安徽卫视,http://dsk.cc/php/xxtv.php?id=ahws$学习强国
河南卫视,http://dsk.cc/php/xxtv.php?id=hnws$学习强国
湖北卫视,http://dsk.cc/php/xxtv.php?id=hubws$学习强国
湖南卫视,http://dsk.cc/php/xxtv.php?id=hunws$学习强国
江西卫视,http://dsk.cc/php/xxtv.php?id=sjxws$学习强国
江苏卫视,http://dsk.cc/php/xxtv.php?id=jsws$学习强国
浙江卫视,http://dsk.cc/php/xxtv.php?id=zjws$学习强国
东南卫视,http://dsk.cc/php/xxtv.php?id=dnws$学习强国
厦门卫视,http://dsk.cc/php/xxtv.php?id=xmws$学习强国
海峡晚上,http://dsk.cc/php/xxtv.php?id=hxws$学习强国
广东卫视,http://dsk.cc/php/xxtv.php?id=gdws$学习强国
深圳卫视,http://dsk.cc/php/xxtv.php?id=szws$学习强国
大湾区卫视,http://dsk.cc/php/xxtv.php?id=dwqws$学习强国
广西卫视,http://dsk.cc/php/xxtv.php?id=gxws$学习强国
云南卫视,http://dsk.cc/php/xxtv.php?id=ynws$学习强国
贵州卫视,http://dsk.cc/php/xxtv.php?id=gzws$学习强国
四川卫视,http://dsk.cc/php/xxtv.php?id=scws$学习强国
康巴卫视,http://dsk.cc/php/xxtv.php?id=kbws$学习强国
新疆卫视,http://dsk.cc/php/xxtv.php?id=xjws$学习强国
兵团卫视,http://dsk.cc/php/xxtv.php?id=btws$学习强国
西藏卫视,http://dsk.cc/php/xxtv.php?id=xzws$学习强国
藏语卫视,http://dsk.cc/php/xxtv.php?id=xzzyws$学习强国
海南卫视,http://dsk.cc/php/xxtv.php?id=hinws$学习强国

安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225923/1.m3u8$移动|回看
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8$移动高清|回看
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225927/1.m3u8$移动|回看
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8$移动高清|回看
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225942/1.m3u8$移动高清|回看
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225960/1.m3u8$移动|回看
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8$移动高清|回看
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225962/1.m3u8$移动|回看
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8$移动高清|回看
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8$移动高清|回看
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8$移动高清|回看
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225991/1.m3u8$移动|回看

湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8$移动高清|回看
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225929/1.m3u8$移动|回看
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225938/1.m3u8$移动高清|回看
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8$移动高清|回看
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225995/1.m3u8$移动|回看
辽宁卫视,http://39.134.67.108/PLTV/88888888/224/3221225944/1.m3u8$移动|回看
青海卫视,http://39.134.67.108/PLTV/88888888/224/3221225948/1.m3u8$移动|回看
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8$移动高清|回看
陕西卫视,http://39.134.67.108/PLTV/88888888/224/3221225989/1.m3u8$移动|回看
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8$移动高清|回看
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225997/1.m3u8$移动|回看
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8$移动高清|回看
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8$移动高清|回看
西藏卫视,http://39.134.67.108/PLTV/88888888/224/3221225951/1.m3u8$移动|回看
新疆卫视,http://39.134.67.108/PLTV/88888888/224/3221225999/1.m3u8$移动|回看

云南卫视,http://39.134.67.108/PLTV/88888888/224/3221225957/1.m3u8$移动|回看
浙江卫视,http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8$移动高清|回看
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8$移动高清|回看
兵团卫视,http://39.134.67.108/PLTV/88888888/224/3221226005/1.m3u8$移动|回看
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221226038/1.m3u8$移动|回看
广西卫视,http://39.134.67.108/PLTV/88888888/224/3221226024/1.m3u8$移动|回看
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221226030/1.m3u8$移动|回看
海南卫视,http://39.134.67.108/PLTV/88888888/224/3221226026/1.m3u8$移动|回看
河南卫视,http://39.134.67.108/PLTV/88888888/224/3221226023/1.m3u8$移动|回看
黑龙江卫视,http://39.134.67.108/PLTV/88888888/224/3221226006/1.m3u8$移动|回看
湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221226015/1.m3u8$移动|回看
湖南卫视,http://39.134.67.108/PLTV/88888888/224/3221226000/1.m3u8$移动|回看
吉林卫视,http://39.134.67.108/PLTV/88888888/224/3221226013/1.m3u8$移动|回看
内蒙古卫视,http://39.134.67.108/PLTV/88888888/224/3221226017/1.m3u8$移动|回看
宁夏卫视,http://39.134.67.108/PLTV/88888888/224/3221226028/1.m3u8$移动|回看
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221226034/1.m3u8$移动|回看
山西卫视,http://39.134.67.108/PLTV/88888888/224/3221226009/1.m3u8$移动|回看
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221226014/1.m3u8$移动|回看
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221226003/1.m3u8$移动|回看
延边卫视,http://39.134.67.108/PLTV/88888888/224/3221226040/1.m3u8$移动|回看
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221226001/1.m3u8$移动|回看

云南卫视,http://8.138.7.223/tv/ynws.m3u8
广东卫视,http://8.138.7.223/tv/gdws.m3u8

🐼联通专区,#genre#
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://111.160.17.2:59901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://111.160.17.2:59901/tsfile/live/0001_3.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://111.160.17.2:59901/tsfile/live/0001_4.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://111.160.17.2:59901/tsfile/live/0001_5.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://111.160.17.2:59901/tsfile/live/0001_6.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://111.160.17.2:59901/tsfile/live/0001_7.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://111.160.17.2:59901/tsfile/live/0001_8.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://111.160.17.2:59901/tsfile/live/0001_9.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://111.160.17.2:59901/tsfile/live/0001_10.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://111.160.17.2:59901/tsfile/live/0001_11.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://111.160.17.2:59901/tsfile/live/0001_12.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://111.160.17.2:59901/tsfile/live/0001_13.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://111.160.17.2:59901/tsfile/live/0001_14.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://111.160.17.2:59901/tsfile/live/0001_15.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://111.160.17.2:59901/tsfile/live/0001_16.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://111.160.17.2:59901/tsfile/live/0001_17.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://111.160.17.2:59901/tsfile/live/0001_18.m3u8?key=txiptv&playlive=1&authid=0
CCTV NEWS,http://111.160.17.2:59901/tsfile/live/0001_19.m3u8?key=txiptv&playlive=1&authid=0
重温经典,http://111.160.17.2:59901/tsfile/live/0001_20.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.160.17.2:59901/tsfile/live/0001_21.m3u8?key=txiptv&playlive=1&authid=0
天津1,http://111.160.17.2:59901/tsfile/live/0001_22.m3u8?key=txiptv&playlive=1&authid=0
天津2,http://111.160.17.2:59901/tsfile/live/0001_23.m3u8?key=txiptv&playlive=1&authid=0
天津3,http://111.160.17.2:59901/tsfile/live/0001_24.m3u8?key=txiptv&playlive=1&authid=0
天津5,http://111.160.17.2:59901/tsfile/live/0001_25.m3u8?key=txiptv&playlive=1&authid=0
天津6,http://111.160.17.2:59901/tsfile/live/0001_26.m3u8?key=txiptv&playlive=1&authid=0
精彩影视,http://111.160.17.2:59901/tsfile/live/0001_27.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://111.160.17.2:59901/tsfile/live/0001_28.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://111.160.17.2:59901/tsfile/live/0001_29.m3u8?key=txiptv&playlive=1&authid=0
卡酷,http://111.160.17.2:59901/tsfile/live/0001_30.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.160.17.2:59901/tsfile/live/0001_31.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.160.17.2:59901/tsfile/live/0001_32.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://111.160.17.2:59901/tsfile/live/0001_33.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.160.17.2:59901/tsfile/live/0001_34.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://111.160.17.2:59901/tsfile/live/0001_35.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://111.160.17.2:59901/tsfile/live/0001_36.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://111.160.17.2:59901/tsfile/live/0001_37.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.160.17.2:59901/tsfile/live/0001_38.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://111.160.17.2:59901/tsfile/live/0001_39.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.160.17.2:59901/tsfile/live/0001_40.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.160.17.2:59901/tsfile/live/0001_41.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://111.160.17.2:59901/tsfile/live/0001_42.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://111.160.17.2:59901/tsfile/live/0001_43.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://111.160.17.2:59901/tsfile/live/0001_44.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://111.160.17.2:59901/tsfile/live/0001_45.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://111.160.17.2:59901/tsfile/live/0001_46.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://111.160.17.2:59901/tsfile/live/0001_47.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://111.160.17.2:59901/tsfile/live/0001_48.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://111.160.17.2:59901/tsfile/live/0001_49.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视，,http://111.160.17.2:59901/tsfile/live/0001_50.m3u8?key=txiptv&playlive=1&authid=0

🐼数字电视,#genre#

CCTV风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
CCTV世界地理,http://111.61.236.247:9081/hls/62/index.m3u8

//01中央广播电视总台
央广购物,https://playlive.cnrmall.com/live/cnrxp2019_1200.m3u8
聚鲨环球精选,
环球奇观
中国交通,http://tvbox6.icu/tv/gdmzyd.php?id=96

CCTV中视购物,https://stream1.freetv.fun/da8cfcd62e10ee127bc82543e5a8c7a91e9cfe0239803a8a91f7f5ef2f621985.m3u8 
CCTV卫生健康
CCTV风云足球,http://59.62.8.250:9901/tsfile/live/0108_1.m3u8
CCTV风云足球,http://183.11.239.36:808/hls/133/index.m3u8
CCTV风云足球,http://202.102.201.244:40022/rtp/238.1.79.57:4592
CCTV高尔夫·网球
CCTV央视文化精品,http://tvbox6.icu/tv/iptv2.php?id=30
CCTV风云音乐,http://tvbox6.icu/tv/iptv2.php?id=33
CCTV第一剧场,http://tvbox6.icu/tv/iptv2.php?id=31
CCTV怀旧剧场,http://tvbox6.icu/tv/iptv2.php?id=26
CCTV风云剧场,http://tvbox6.icu/tv/iptv2.php?id=32
CCTV世界地理,http://tvbox6.icu/tv/iptv2.php?id=28
CCTV电视指南,http://tvbox6.icu/tv/gdmzyd.php?id=109
CCTV兵器科技,http://tvbox6.icu/tv/iptv2.php?id=29
CCTV女性时尚
CCTV央视台球

//02电影卫星频道节目制作中心

CHC影迷电影,http://php.jdshipin.com/TVOD/iptv.php?id=chcymdy
CHC动作电影,http://php.jdshipin.com/TVOD/iptv.php?id=chcdzdy
CHC家庭影院,http://php.jdshipin.com/TVOD/iptv.php?id=chcjtyy

CHC高清电影,http://27.17.111.252:8118/udp/239.69.1.241:11088
