央视,#genre#
CCTV3,http://106.120.14.74:2333/udp/225.1.8.88:8000
CCTV3,http://123.113.237.160:8888/rtp/239.3.1.172:8001
CCTV3,http://114.243.156.93:8888/rtp/239.3.1.172:8001
CCTV3,http://123.113.176.137:9000/rtp/239.3.1.172:8001
CCTV3,http://123.113.14.115:8012/rtp/239.3.1.172:8001
CCTV3,http://114.254.80.240:2222/rtp/239.3.1.172:8001
CCTV3,http://114.246.180.128:4022/rtp/239.3.1.172:8001
CCTV3,http://111.199.232.88:18888/rtp/239.3.1.172:8001
CCTV3,http://114.243.106.165:8888/rtp/239.3.1.172:8001
CCTV3,http://221.217.54.246:8686/rtp/239.3.1.172:8001
CCTV3,http://171.116.226.246:8082/rtp/226.0.2.208:9576
CCTV3,http://111.192.0.32:4022/rtp/239.3.1.172:8001
CCTV3,http://175.150.152.34:9020/rtp/232.0.0.170:1234
CCTV3,http://114.240.43.235:8012/rtp/239.3.1.172:8001
CCTV3,http://175.150.152.34:9005/rtp/232.0.0.170:1234
CCTV4,http://175.147.87.248:8888/rtp/232.0.0.201:1234
CCTV4,http://61.55.46.35:4022/rtp/239.253.92.251:6141
CCTV4,http://123.113.14.115:8012/rtp/239.3.1.105:8092
CCTV4,http://114.246.180.128:4022/rtp/239.3.1.105:8092
CCTV4,http://123.113.237.160:8888/rtp/239.3.1.105:8092
CCTV4,http://114.243.156.93:8888/rtp/239.3.1.105:8092
CCTV4,http://111.199.232.88:18888/rtp/239.3.1.105:8092
CCTV4,http://114.240.43.235:8012/rtp/239.3.1.105:8092
CCTV4,http://171.116.226.246:8082/rtp/226.0.2.156:9160
CCTV4,http://221.217.54.246:8686/rtp/239.3.1.105:8092
CCTV4,http://106.120.14.74:2333/udp/225.1.8.4:8092
CCTV4,http://111.192.0.32:4022/rtp/239.3.1.105:8092
CCTV4,http://114.243.106.165:8888/rtp/239.3.1.105:8092
CCTV4,http://175.150.152.34:9005/rtp/232.0.0.201:1234
CCTV4,http://171.116.226.246:8082/rtp/226.0.2.21:8080
CCTV4,http://175.150.152.34:9007/rtp/232.0.0.201:1234
CCTV4欧洲,http://114.246.180.128:4022/rtp/239.3.1.213:4220
CCTV4欧洲,http://123.113.237.160:8888/rtp/239.3.1.213:4220
CCTV4欧洲,http://111.199.232.88:18888/rtp/239.3.1.213:4220
CCTV4欧洲,http://221.217.54.246:8686/rtp/239.3.1.213:4220
CCTV4欧洲,http://123.113.14.115:8012/rtp/239.3.1.213:4220
CCTV4欧洲,http://114.243.156.93:8888/rtp/239.3.1.213:4220
CCTV4欧洲,http://111.192.0.32:4022/rtp/239.3.1.213:4220
CCTV4欧洲,http://114.240.43.235:8012/rtp/239.3.1.213:4220
CCTV4美洲,http://123.113.237.160:8888/rtp/239.3.1.214:4220
CCTV4美洲,http://111.199.232.88:18888/rtp/239.3.1.214:4220
CCTV4美洲,http://221.217.54.246:8686/rtp/239.3.1.214:4220
CCTV4美洲,http://123.113.14.115:8012/rtp/239.3.1.214:4220
CCTV4美洲,http://114.243.106.165:8888/rtp/239.3.1.214:4220
CCTV4美洲,http://221.221.151.0:8888/rtp/239.3.1.214:4220
CCTV4美洲,http://114.243.156.93:8888/rtp/239.3.1.214:4220
CCTV4美洲,http://111.192.0.32:4022/rtp/239.3.1.214:4220
CCTV4美洲,http://121.29.111.73:8888/rtp/239.253.93.193:6371
CCTV4美洲,http://114.240.43.235:8012/rtp/239.3.1.214:4220
CCTV5,http://121.29.111.73:8888/rtp/239.253.92.181:6046
CCTV5,http://61.55.46.35:4022/rtp/239.253.92.181:6046
CCTV5,http://123.113.237.160:8888/rtp/239.3.1.173:8001
CCTV5,http://171.116.226.246:8082/rtp/226.0.2.209:9584
CCTV5,http://114.243.156.93:8888/rtp/239.3.1.173:8001
CCTV5,http://123.113.14.115:8012/rtp/239.3.1.173:8001
CCTV5,http://114.246.180.128:4022/rtp/239.3.1.173:8001
CCTV5,http://123.117.36.74:4001/rtp/239.3.1.173:8001
CCTV5,http://111.199.232.88:18888/rtp/239.3.1.173:8001
CCTV5,http://114.243.106.165:8888/rtp/239.3.1.173:8001
CCTV5,http://221.217.54.246:8686/rtp/239.3.1.173:8001
CCTV5,http://106.120.14.74:2333/udp/225.1.8.89:8000
CCTV5,http://111.192.0.32:4022/rtp/239.3.1.173:8001
CCTV5,http://114.240.43.235:8012/rtp/239.3.1.173:8001
CCTV5+,http://123.113.14.115:8012/rtp/239.3.1.130:8004
CCTV5+,http://114.246.180.128:4022/rtp/239.3.1.130:8004
CCTV5+,http://123.113.237.160:8888/rtp/239.3.1.130:8004
CCTV5+,http://111.199.232.88:18888/rtp/239.3.1.130:8004
CCTV5+,http://114.243.106.165:8888/rtp/239.3.1.130:8004
CCTV5+,http://221.217.54.246:8686/rtp/239.3.1.130:8004
CCTV5+,http://106.120.14.74:2333/udp/225.1.8.20:8004
CCTV5+,http://171.116.226.246:8082/rtp/226.0.2.168:9256
CCTV5+,http://114.243.156.93:8888/rtp/239.3.1.130:8004
CCTV5+,http://111.192.0.32:4022/rtp/239.3.1.130:8004
CCTV5+,http://114.240.43.235:8012/rtp/239.3.1.130:8004
CCTV5+,http://175.150.152.34:9005/rtp/232.0.0.93:1234
CCTV6,http://121.29.111.73:8888/rtp/239.253.92.193:6058
CCTV6,http://175.150.152.34:9020/rtp/232.0.0.172:1234
CCTV6,http://171.116.226.246:8082/rtp/226.0.2.210:9592
CCTV6,http://114.243.156.93:8888/rtp/239.3.1.174:8001
CCTV6,http://123.113.176.137:9000/rtp/239.3.1.174:8001
CCTV6,http://114.246.180.128:4022/rtp/239.3.1.174:8001
CCTV6,http://123.113.237.160:8888/rtp/239.3.1.174:8001
CCTV6,http://123.117.36.74:4001/rtp/239.3.1.174:8001
CCTV6,http://111.199.232.88:18888/rtp/239.3.1.174:8001
CCTV6,http://221.217.54.246:8686/rtp/239.3.1.174:8001
CCTV6,http://114.254.80.240:2222/rtp/239.3.1.174:8001
CCTV6,http://106.120.14.74:2333/udp/225.1.8.84:8000
CCTV6,http://111.192.0.32:4022/rtp/239.3.1.174:8001
CCTV6,http://114.240.43.235:8012/rtp/239.3.1.174:8001
CCTV7,http://175.150.152.34:9020/rtp/232.0.0.136:1234
CCTV7,http://114.243.156.93:8888/rtp/239.3.1.61:8104
CCTV7,http://123.113.14.115:8012/rtp/239.3.1.61:8104
CCTV7,http://106.120.14.74:2333/udp/225.1.8.7:8104
CCTV7,http://114.246.180.128:4022/rtp/239.3.1.61:8104
CCTV7,http://123.113.237.160:8888/rtp/239.3.1.61:8104
CCTV7,http://123.117.36.74:4001/rtp/239.3.1.61:8104
CCTV7,http://171.116.226.246:8082/rtp/226.0.2.159:9184
CCTV7,http://111.199.232.88:18888/rtp/239.3.1.61:8104
CCTV7,http://114.243.106.165:8888/rtp/239.3.1.61:8104
CCTV7,http://221.217.54.246:8686/rtp/239.3.1.61:8104
CCTV7,http://221.221.151.0:8888/rtp/239.3.1.61:8104
CCTV7,http://111.192.0.32:4022/rtp/239.3.1.61:8104
CCTV7,http://61.55.46.35:4022/rtp/239.253.92.194:6059
CCTV7,http://114.240.43.235:8012/rtp/239.3.1.61:8104
CCTV8,http://175.150.152.34:9005/rtp/232.0.0.173:1234
CCTV8,http://175.150.152.34:9007/rtp/232.0.0.173:1234
CCTV8,http://175.150.152.34:9020/rtp/232.0.0.173:1234
CCTV8,http://61.55.46.35:4022/rtp/239.253.92.195:6060
CCTV8,http://123.113.14.115:8012/rtp/239.3.1.175:8001
CCTV8,http://114.246.180.128:4022/rtp/239.3.1.175:8001
CCTV8,http://123.117.36.74:4001/rtp/239.3.1.175:8001
CCTV8,http://123.113.237.160:8888/rtp/239.3.1.175:8001
CCTV8,http://171.116.226.246:8082/rtp/226.0.2.211:9600
CCTV8,http://114.243.156.93:8888/rtp/239.3.1.175:8001
CCTV8,http://111.199.232.88:18888/rtp/239.3.1.175:8001
CCTV8,http://114.243.106.165:8888/rtp/239.3.1.175:8001
CCTV8,http://221.217.54.246:8686/rtp/239.3.1.175:8001
CCTV8,http://106.120.14.74:2333/udp/225.1.8.85:8000
CCTV8,http://111.192.0.32:4022/rtp/239.3.1.175:8001
CCTV8,http://114.240.43.235:8012/rtp/239.3.1.175:8001
CCTV9,http://123.113.14.115:8012/rtp/239.3.1.62:8112
CCTV9,http://106.120.14.74:2333/udp/225.1.8.9:8112
CCTV9,http://114.246.180.128:4022/rtp/239.3.1.62:8112
CCTV9,http://123.117.36.74:4001/rtp/239.3.1.62:8112
CCTV9,http://123.113.237.160:8888/rtp/239.3.1.62:8112
CCTV9,http://114.243.156.93:8888/rtp/239.3.1.62:8112
CCTV9,http://111.199.232.88:18888/rtp/239.3.1.62:8112
CCTV9,http://221.217.54.246:8686/rtp/239.3.1.62:8112
CCTV9,http://121.29.111.73:8888/rtp/239.253.92.107:6020
CCTV9,http://114.240.43.235:8012/rtp/239.3.1.62:8112
CCTV9,http://111.192.0.32:4022/rtp/239.3.1.62:8112
CCTV9,http://61.55.46.35:4022/rtp/239.253.92.107:6020
CCTV9,http://114.243.106.165:8888/rtp/239.3.1.62:8112
CCTV10,http://175.150.152.34:9020/rtp/232.0.0.138:1234
CCTV10,http://106.120.14.74:2333/udp/225.1.8.10:8116
CCTV10,http://114.246.180.128:4022/rtp/239.3.1.63:8116
CCTV10,http://123.113.237.160:8888/rtp/239.3.1.63:8116
CCTV10,http://123.117.36.74:4001/rtp/239.3.1.63:8116
CCTV10,http://111.199.232.88:18888/rtp/239.3.1.63:8116
CCTV10,http://114.243.106.165:8888/rtp/239.3.1.63:8116
CCTV10,http://123.113.14.115:8012/rtp/239.3.1.63:8116
CCTV10,http://171.116.226.246:8082/rtp/226.0.2.162:9208
CCTV10,http://114.243.156.93:8888/rtp/239.3.1.63:8116
CCTV10,http://221.217.54.246:8686/rtp/239.3.1.63:8116
CCTV10,http://111.192.0.32:4022/rtp/239.3.1.63:8116
CCTV10,http://114.240.43.235:8012/rtp/239.3.1.63:8116
CCTV11,http://123.113.14.115:8012/rtp/239.3.1.152:8120
CCTV11,http://114.246.180.128:4022/rtp/239.3.1.152:8120
CCTV11,http://123.113.237.160:8888/rtp/239.3.1.152:8120
CCTV11,http://123.117.36.74:4001/rtp/239.3.1.152:8120
CCTV11,http://111.199.232.88:18888/rtp/239.3.1.152:8120
CCTV11,http://114.243.106.165:8888/rtp/239.3.1.152:8120
CCTV11,http://221.217.54.246:8686/rtp/239.3.1.152:8120
CCTV11,http://106.120.14.74:2333/udp/225.1.8.73:8120
CCTV11,http://114.243.156.93:8888/rtp/239.3.1.152:8120
CCTV11,http://111.192.0.32:4022/rtp/239.3.1.152:8120
CCTV11,http://61.55.46.35:4022/rtp/239.253.93.153:6321
CCTV11,http://114.240.43.235:8012/rtp/239.3.1.152:8120
CCTV12,http://106.120.14.74:2333/udp/225.1.8.12:8124
CCTV12,http://114.246.180.128:4022/rtp/239.3.1.64:8124
CCTV12,http://114.243.156.93:8888/rtp/239.3.1.64:8124
CCTV12,http://111.199.232.88:18888/rtp/239.3.1.64:8124
CCTV12,http://221.217.54.246:8686/rtp/239.3.1.64:8124
CCTV12,http://121.29.111.73:8888/rtp/239.253.92.197:6062
CCTV12,http://111.192.0.32:4022/rtp/239.3.1.64:8124
CCTV12,http://61.55.46.35:4022/rtp/239.253.92.197:6062
CCTV12,http://123.113.237.160:8888/rtp/239.3.1.64:8124
CCTV12,http://114.240.43.235:8012/rtp/239.3.1.64:8124
CCTV12,http://171.116.226.246:8082/rtp/226.0.2.164:9224
CCTV13,http://121.29.111.73:8888/rtp/239.253.92.13:8008
CCTV13,http://175.147.87.248:8888/rtp/232.0.0.15:1234
CCTV13,http://61.55.46.35:4022/rtp/239.253.92.13:8008
CCTV13,http://106.120.14.74:2333/udp/225.1.8.168:8130
CCTV13,http://222.129.33.14:8888/rtp/239.3.1.124:8128
CCTV13,http://123.113.14.115:8012/rtp/239.3.1.124:8128
CCTV13,http://106.120.14.74:2333/udp/225.1.1.10:8128
CCTV13,http://114.246.180.128:4022/rtp/239.3.1.124:8128
CCTV13,http://123.113.237.160:8888/rtp/239.3.1.124:8128
CCTV13,http://123.117.36.74:4001/rtp/239.3.1.124:8128
CCTV13,http://114.243.156.93:8888/rtp/239.3.1.124:8128
CCTV13,http://111.199.232.88:18888/rtp/239.3.1.124:8128
CCTV13,http://114.243.106.165:8888/rtp/239.3.1.124:8128
CCTV13,http://221.217.54.246:8686/rtp/239.3.1.124:8128
CCTV13,http://114.254.80.240:2222/rtp/239.3.1.124:8128
CCTV13,http://171.116.226.246:8082/rtp/226.0.2.165:9232
CCTV13,http://111.192.0.32:4022/rtp/239.3.1.124:8128
CCTV13,http://114.240.43.235:8012/rtp/239.3.1.124:8128
CCTV14,http://175.150.152.34:9020/rtp/232.0.0.140:1234
CCTV14,http://106.120.14.74:2333/udp/225.1.8.14:8132
CCTV14,http://114.246.180.128:4022/rtp/239.3.1.65:8132
CCTV14,http://123.113.237.160:8888/rtp/239.3.1.65:8132
CCTV14,http://114.243.156.93:8888/rtp/239.3.1.65:8132
CCTV14,http://111.199.232.88:18888/rtp/239.3.1.65:8132
CCTV14,http://114.243.106.165:8888/rtp/239.3.1.65:8132
CCTV14,http://221.217.54.246:8686/rtp/239.3.1.65:8132
CCTV14,http://111.192.0.32:4022/rtp/239.3.1.65:8132
CCTV14,http://121.29.111.73:8888/rtp/239.253.92.198:6063
CCTV14,http://61.55.46.35:4022/rtp/239.253.92.198:6063
CCTV14,http://114.240.43.235:8012/rtp/239.3.1.65:8132
CCTV15,http://175.150.152.34:9020/rtp/232.0.0.179:1234
CCTV15,http://222.129.33.14:8888/rtp/239.3.1.153:8136
CCTV15,http://123.113.176.137:9000/rtp/239.3.1.153:8136
CCTV15,http://106.120.14.74:2333/udp/225.1.8.74:8136
CCTV15,http://114.246.180.128:4022/rtp/239.3.1.153:8136
CCTV15,http://123.113.237.160:8888/rtp/239.3.1.153:8136
CCTV15,http://111.199.232.88:18888/rtp/239.3.1.153:8136
CCTV15,http://114.243.106.165:8888/rtp/239.3.1.153:8136
CCTV15,http://114.243.156.93:8888/rtp/239.3.1.153:8136
CCTV15,http://114.240.43.235:8012/rtp/239.3.1.153:8136
CCTV15,http://111.192.0.32:4022/rtp/239.3.1.153:8136
CCTV15,http://121.29.111.73:8888/rtp/239.253.93.154:6322
CCTV16,http://114.246.180.128:4022/rtp/239.3.1.184:8001
CCTV16,http://123.113.237.160:8888/rtp/239.3.1.184:8001
CCTV16,http://171.116.226.246:8082/rtp/226.0.2.169:9264
CCTV16,http://114.243.156.93:8888/rtp/239.3.1.184:8001
CCTV16,http://111.199.232.88:18888/rtp/239.3.1.184:8001
CCTV16,http://114.243.106.165:8888/rtp/239.3.1.184:8001
CCTV16,http://221.217.54.246:8686/rtp/239.3.1.184:8001
CCTV16,http://114.240.43.235:8012/rtp/239.3.1.184:8001
CCTV16,http://111.192.0.32:4022/rtp/239.3.1.184:8001
CCTV17,http://175.150.152.34:9005/rtp/232.0.0.230:1234
CCTV17,http://175.150.152.34:9007/rtp/232.0.0.230:1234
CCTV17,http://175.150.152.34:9020/rtp/232.0.0.230:1234
CCTV17,http://114.246.180.128:4022/rtp/239.3.1.151:8144
CCTV17,http://114.243.156.93:8888/rtp/239.3.1.151:8144
CCTV17,http://106.120.14.74:2333/udp/225.1.8.17:8144
CCTV17,http://123.113.237.160:8888/rtp/239.3.1.151:8144
CCTV17,http://171.116.226.246:8082/rtp/226.0.2.170:9272
